smiles,PCBA-1030,PCBA-1458,PCBA-1460,PCBA-2546,PCBA-2551,PCBA-485297,PCBA-485313,PCBA-485364,PCBA-504332,PCBA-504333,PCBA-504339,PCBA-504444,PCBA-504467,PCBA-588342,PCBA-624296,PCBA-624297,PCBA-624417,PCBA-651965,PCBA-652104,PCBA-686970,PCBA-686978,PCBA-686979,PCBA-720504
O=C1c2cccnc2C(O)N1C1CCCCC1,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,,,
C=CCNC(=O)c1cccc2c1C(=O)c1ccc(N3CCOCC3)cc1S2(=O)=O,,,,,,,,,,,,,,,0.0,,,,,,,,
COc1cccc(N2CCN(C(=O)c3cc(-c4ccccc4)nc4c3cnn4C(C)C)CC2)c1,,,,,,,,,,,,,1.0,,,,,,,,,,
O=C(NC1CCCCC1)C(c1ccc2ncccc2c1)N(Cc1cccs1)C(=O)c1cccs1,,,,,,,,,,,,,1.0,,0.0,,,,,,,,
Cn1c(N/C=C2\C=C(Cl)C=CC2=O)nc2ccccc21,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,0.0,,
O=C(/C=C/c1ccccc1)Nc1cccc(C(=O)O)c1,,,,1.0,1.0,,,0.0,,,,0.0,,,0.0,,,,,,,,
Cc1cc(NC(=O)CSc2nnc3c(C)cc4cc(C)c(C)cc4n23)no1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,
COC(=O)c1ccc(NC(=O)CSc2ccc(-c3ccccn3)nn2)cc1,,,,,,,,,,,1.0,,,,,0.0,,,,,,,
COc1ccc(OC)c(N/C(C)=C/C(=O)c2ccc(C)o2)c1,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
O=C1CSC(=S)N1,,,,0.0,,,,,,,,,,,,,,,,,,,
CC1CCC2(CC1)NC(=O)N(CC(=O)Nc1ccc3c(c1)OCCO3)C2=O,,,,,,1.0,,,0.0,,,,,,,,,,,,,0.0,
COC(=O)c1cc(S(=O)(=O)N2c3ccccc3CC2C)c[nH]1,,,,,,,,,,,,,,,,,,,,,,,1.0
CCCCNc1c(-c2ccc(SC(C)CC)c(OC)c2)nc2ccc(C)cn12,,,,,,,,,,,,,,,1.0,,,,,,,,
CCOc1cc(C(=O)Nc2ccc3c4c(cccc24)C(=O)N3CC)cc(OCC)c1OCC,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
Cc1ccc(NS(=O)(=O)c2ccc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc2)cc1,,,,,,,,,,,,1.0,,,,1.0,,,0.0,,,1.0,
Cc1ccc(C)c(S(=O)(=O)Nc2ccccc2C(=O)N2c3ccccc3CC2C)c1,,,,,,,,,,,,,,0.0,,,,,,,,,
O=C(CNC(=S)N(Cc1ccccc1)Cc1cccnc1)NCc1ccccc1,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
O=c1oc(Nc2ccccc2Cl)nc2ccccc12,,,,,,,,,,,0.0,,,1.0,0.0,,,,,,,,
COc1ccc(N2CCN(Cc3nc4c(c(=O)[nH]c(=O)n4C)n3CCCc3ccccc3)CC2)cc1,,,,,,,,,,,,,,0.0,,,,,,,,,
CCC1(C)CC(C(N)=S)CCO1,,,1.0,,0.0,,0.0,,,,1.0,,,,0.0,,,,,,1.0,,1.0
CCOC(=O)c1ccc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1.[O-][Cl+3]([O-])([O-])[O-],,,,,,,,,,,,,,,,,,,,1.0,,,
CCOc1ccc(C(=S)NC2CCCCC2)cc1,1.0,0.0,,,,,1.0,,1.0,0.0,0.0,,,1.0,,,,,,,,,1.0
COC(=O)c1cc(Cl)c(NC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,,,,,,,,,,,,,,,,,,1.0,,,,,
O=C1C=CC(=NNc2n[nH]c(-c3ccc(Cl)cc3)n2)C=C1,,,1.0,,,,,,0.0,,,,,,,,,,,,,,
Cc1ccc(-n2ncc(C(=O)NCCc3c[nH]c4ccccc34)c2C2CCN(C(=O)OC(C)(C)C)CC2)cc1C,,,,,,,,,,,,,,,,,1.0,,,,,,
CCOC(=O)c1c(NC(=O)CS(=O)(=O)c2cn(CC)c3ccccc23)sc2c1CCCC2,1.0,,,,,,,,,,,,,,,,,,,,,,
COCCSc1ccccc1C(=O)Nc1ccccc1C(C)C,,,0.0,,,,,,,,,,,,,,,,,,,,
NC1=C(c2nc(-c3ccc(Cl)cc3)cs2)C(=O)CN1CCCN1CCOCC1,,,,,,,,,,,,,,,,,,,,1.0,,,
Cc1ccc(N2C(=O)CC(Sc3ccccc3C(=O)O)C2=O)cc1,1.0,,,,,,,1.0,,,,0.0,0.0,,,,,,,,,1.0,
COCCn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)n(C)c(=O)n2C,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc2)cc1,,,0.0,,,,,,,,,,,,,,,,,,,,
c1ccc(C2=Nc3ccccc3SC2c2nc3ccccc3[nH]2)cc1,,,,,,,,,,,,,,1.0,,,,,,,,,
CC(=O)c1c[nH]c2ccc(C)cc2c1=O,,,,,,,,,,,,,,,0.0,,,,,,,,
COc1cc2c(cc1OC)C1=NC(=O)CN1C(SCc1ccccc1C)=N2,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,
Cc1ccc(C(=O)N2CCc3cc4c(cc3C2C)OCCCO4)cc1,,,,,,,,,,,,,,,,,1.0,,,,,,
COc1ccc(Cl)cc1C(=O)NNC(=S)NC(=O)c1cc(-c2ccccc2)nc2ccccc12,1.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,,,,,,,,
CCN1CCN(C(=O)CSc2nc(N)cc(N)n2)CC1,,0.0,0.0,,,,,,1.0,0.0,,,,,,,,,,,,,0.0
COc1cc2nc(C3CCC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
CCc1ccc(/C=N/Nc2ncnc3nc[nH]c23)cc1,,,,,,,1.0,,,,,,,,,,,,,,,,
CCC1(C)N=C(c2ccc3c(c2)OCO3)CC(c2ccccc2O)N1,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,1.0
Cc1cc2nc(/C=C/c3nc4cc(C)c(C)cc4[nH]3)[nH]c2cc1C,,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,
O=C(NCc1ccccc1)C1CCCN(C(=O)c2ccc(F)cc2)C1,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,
Cc1ccc2cccc(NC(=O)c3ccc(OC(C)C)cc3)c2n1,,,,,,,,,,,,,,,,,,,1.0,,,,
CC(=O)NN1C(=O)/C(=C/c2ccc(Br)o2)SC1=S,,,1.0,0.0,,0.0,,1.0,1.0,,,,0.0,,,,0.0,,,0.0,,,1.0
CSc1nnc(SCc2nc3sc(C(=O)O)c(C)c3c(=O)[nH]2)s1,1.0,,,,,,,0.0,,1.0,1.0,0.0,,,,0.0,,,,,,,
Nc1nn(S(=O)(=O)c2ccccc2)cc1-c1ccc([N+](=O)[O-])cc1,,,,1.0,,0.0,,,,,,,,,,,,,,,,,
Cn1c(NCCN2CCOCC2)nc2c1c(=O)n(Cc1cccc(Cl)c1)c(=O)n2C,0.0,,0.0,,,,0.0,0.0,,,,,,,0.0,,,1.0,,,,,
CCOC(=O)C1(Cc2ccccc2Cl)CCN(S(C)(=O)=O)CC1,,,,,,,,,,,,,,,,,,,,0.0,,,
Cc1ccc(S(=O)(=O)CNC(=S)c2ccc3ccccc3c2)cc1,,0.0,,,1.0,,,1.0,,,,0.0,,,,,,,,,,,
Cn1ccnc1SCC(=O)Nc1ccc2c(c1)OCCO2,,,,,,,1.0,0.0,,,,,,1.0,,,,,,,,,
Cc1ccc(C(=O)Nc2nnc(-c3cccs3)s2)cc1C,,,,,,1.0,1.0,,,,,,,,,0.0,,,0.0,0.0,,,
Cc1cc(N2C(=O)c3ccc(C(=O)Nc4ccc(O)cc4C(=O)O)cc3C2=O)no1,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
CCc1ccccc1N(CC)C(=O)C1CCN(c2ncnc3c2nc2n3CCCCC2)CC1,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,0.0
COc1ccc(-c2nc3cc(NC(=O)Cc4ccc(OC)c(OC)c4)ccc3o2)cc1,,,,,,,,,,,,,,,,,,1.0,,,,,
c1csc(Cc2nn3c(-c4ccncc4)nnc3s2)c1,,,,,,,,,,,,,1.0,,,,0.0,,,,,,
CN1C(=O)/C(=C/c2ccc(O)c([N+](=O)[O-])c2)NC1=S,,,1.0,,,,,,1.0,,,,,,,0.0,0.0,,,,,,
Fc1ccccc1NC(=S)Nc1cccnc1,,,,,,,,1.0,,,,,,,,,,,,,,,
Cc1cccc(-n2c(=O)[nH]c3c(C(N)=O)nc(C(C)C)nc32)c1,,,,,,,,,,,,,,,,,,1.0,,,,,
CCCCCCCCCCOC(=O)Cn1c(COc2ccccc2OC)[n+](C)c2ccccc21,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,
O=c1[nH]c2cc3c(cc2cc1C(c1nnnn1Cc1ccccc1)N1CCN2CCCC2C1)OCCO3,,,,,,,,,,,,,,,,,,1.0,,,,,
CCCCOc1ccc(C(C)NC(=O)CCS(=O)(=O)Cc2cccc(Cl)c2)cc1,,,,,,,,,,,,,,,,,,1.0,,,,,
CN(c1ccc(OC(=O)C2=COCCO2)cc1)S(=O)(=O)c1ccccc1,,,,,,,,,,,,,,,,0.0,,,,,,,
CS(=O)(=O)Nc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1,1.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,
N#CC1=C(N)Oc2c(ccc3ccccc23)C1c1ccsc1,,,,,,,,,,,,,,,,,,,,1.0,,,
Cc1ccccc1/N=C1\N=C(N)c2ccccc21,0.0,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,
CCO/C(O)=C1\SC(c2ccc(C(F)(F)F)cc2)=NC1=O,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
Fc1ccc(OCc2nc3ccccc3s2)cc1,,1.0,,0.0,,1.0,1.0,,0.0,,,,,,,,,,,,,,0.0
CCOC(=O)C1=C(c2ccccc2)NC(=O)NC1c1ccc(OC)c(OC)c1,,,,,,,,,0.0,,,,,,,,,,,,,,
O=C1COc2ccccc2N1Cc1c(F)cccc1Cl,,,,,,,,,,,,,,,,,,,1.0,,,,
CCOC(=O)c1c(NC(=O)c2ccoc2C)sc(C(=O)N(C)C)c1C,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,,
CCOC(=O)c1cnc(C(F)(F)F)nc1Oc1ccccc1,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,,,,
Cc1ccc(-n2cccc2C(=S)N=P(N(C)C)(N(C)C)N(C)C)cc1,1.0,,,1.0,1.0,0.0,,,,,1.0,,,,,,,,,,,,
Cc1onc(-c2ccc(Cl)cc2)c1-c1ccnc(SCC(=O)Nc2cc(Cl)cc(Cl)c2)n1,,,,,,,,,,,,,,,,,1.0,,,,,,
COc1ccc(NC(=S)NNc2ccc([N+](=O)[O-])cc2S(=O)(=O)Nc2ccc(C)cc2C)cc1,,,,,,,,,,1.0,1.0,,,,,0.0,,,,1.0,,,1.0
CCN(CC)C(=O)CSc1nnc([C@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C)o1,,,,,,,,,,,,0.0,,,,,,,,,,,
Clc1ccccc1-c1nn2c(COc3ccccc3)nnc2s1,1.0,,0.0,,,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,
O=C(c1ccccc1)N1N=C(c2ccccc2)CC1c1ccccc1O,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0
CN(C)c1ccc(/C=N/NC(=O)c2cc(-c3ccc4c(c3)OCO4)n[nH]2)cc1,,,1.0,,0.0,,,,,0.0,,,,1.0,1.0,,,0.0,,1.0,,,
O=C(CSCc1c(Cl)cccc1Cl)Nc1ccccc1-c1ccccc1,,,,,,,,,,0.0,,,,,,,,,,,,,
COc1ccc2nc(NC(=O)CCNC(=O)c3ccccc3Cl)sc2c1,,1.0,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,
CCN(c1ccc(N/C=C2/C(=O)N(Cc3ccc(OC)cc3)C(=O)c3ccccc32)cc1)C(C)C,,,,,,,,,,,,,,,1.0,,,,,,,,0.0
c1ccc(-c2c[nH]c3[n+]2CCCCC3)cc1,,,,,,,0.0,,,,,,,,,,,,,,,,
CCc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCCC(C)C3)cc2)o1,,,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,,,,,,,,,,,,
Cc1cc(/C=C2\SC(=S)NC2=O)c(C)n1-c1ccccc1,,,1.0,,,1.0,1.0,0.0,1.0,,1.0,,,,,,0.0,,0.0,,,,
Cc1ccc(-c2nnn(CC(=O)N(c3ccccc3F)C(CC(C)C)C(=O)NCC3CCCO3)n2)cc1,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
O=C(Cc1ccc([N+](=O)[O-])cc1)N1CCCc2ccccc21,,,,,,,,,,,,,,,0.0,,,,,0.0,,,
CCOC(=O)CNC(=O)CSc1cc(C)nc2ccc(OC)cc12,,,,,,1.0,1.0,,,,,,,,,,,,0.0,,,,
COCCCN(C(=S)Nc1cccc(Cl)c1)C(C)c1ccncc1,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,,,
O=c1oc(-c2ccco2)nc2sc3c(c12)CCCC3,,1.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,
Clc1ccc(-c2ccc(/C=N/Nc3nncc(-c4ccccc4)n3)o2)cc1,,,1.0,1.0,1.0,0.0,,,0.0,,0.0,,,,,,,,,,,,
CCOC(=O)c1cc(C#N)c(=S)[nH]c1C,1.0,0.0,,,1.0,,,,1.0,,1.0,0.0,0.0,,,,,,,,0.0,0.0,0.0
O=C(COC(=O)c1ccccc1F)NC(=O)NC1CCCC1,,,,,,,,0.0,,,,0.0,,,,,,,,,,,
O=C(C1CCCN(S(=O)(=O)c2ccc(Br)s2)C1)N1CCN(c2ccccc2)CC1,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,
N#CCCN(C(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccccc1,,,,,,,,,,,0.0,,,,,,,,,,,,
CCCn1nnc(NC(=O)COc2ccc(C3CCCCC3)cc2)n1,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
O=C(Cc1ccc2c(c1)OCCO2)c1c(O)cc(O)cc1O,,,,,,,,,,,,,,1.0,,,,,0.0,,,,
Cc1cc(C)c(NC(=O)c2sc3nc4c(cc3c2N)C(=O)CC(C)(C)C4)c(C)c1,,,,,,0.0,,0.0,1.0,,,,,,,,,,1.0,,,,
COc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)N/N=C/c2sccc2C)cc1,,,,1.0,1.0,,,,,0.0,,,,0.0,,,,,,,,,
CSc1nccc(-c2sc(SC)c(C#N)c2-c2ccccc2)n1,,,,,,,,,,,,,,,,,,,0.0,,,,
CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,
O=C(c1ccc2c3n(nc2c1)-c1ccccc1CO3)N1CCOCC1,,,,,,,1.0,0.0,,,0.0,,,,,,,,,1.0,,,
CCSc1nnc2c(n1)[nH]c1c(C)cccc12,,,,,,1.0,,,,,,,,,,,,,,,,,
CCc1ccccc1NC(=O)CSC1=C(C#N)C(c2ccc(O)c(OC)c2)C2=C(CCCC2=O)N1,,,,,,,,1.0,,,0.0,0.0,,,1.0,,,,,,,,1.0
CCC1=C/C(=C/c2sc3ccccc3[n+]2CC)CC(C)(C)C1,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,1.0,,,1.0
O=c1[nH]c2cc3c(cc2cc1CN(CCCO)Cc1nnnn1Cc1ccc(F)cc1)OCO3,,,,,,,,,,,,,,,,,,1.0,,,1.0,,
Oc1ccc(Br)cc1CNc1ccccn1,,,,,,,,,,,,,,,,,,,,,,,1.0
COC(=O)c1cc(C)sc1NC(=S)N1CCN(CCc2ccccc2)CC1,,,,,,,,,,,,,,,,,,0.0,,,,,
COC(=O)c1cc(CNC(=O)c2cccc(Cl)c2)ccc1OC,0.0,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,
O=C(NNS(=O)(=O)c1c(F)cc(F)c(Cl)c1F)C12CC3CC(CC(C3)C1)C2,,,,,,,,,,,,,0.0,,,,,,,,,,
CCN(Cc1ccccc1)C(=O)c1cc(-c2ccc(OC)c(OC)c2)nc2ccccc12,,,,,,,,,,,,,0.0,,,,,,,,,,
COc1ccc(/C=C/C(=O)NCCOc2ccccc2OC)cc1,,,,,,0.0,,,,,,,,,,,,,,,,,
C=CCOC(=O)C1=C[C@@H](c2ccc3c(c2)OCO3)C[C@@H](OCc2ccc(CO)cc2)O1,1.0,,,,,0.0,,1.0,0.0,,,,,,,,,,,,0.0,,
O=C(CC1(O)C(=O)Nc2cc(Cl)cc(Cl)c21)c1ccccc1O,,,,,,,,,,,,,,,1.0,,,,,,,,
C[C@@]12CCC=C[C@H]1[C@H](c1ccccc1Br)N(Cc1ccccc1)C2=O,,,,,,,,,,,,,,,,,,,1.0,,,,
CSc1ccccc1C(=O)NCc1ccccc1,0.0,,0.0,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,
Cc1ccc(Nc2cc(C)nn2-c2nc(C)cc(C)n2)cc1,,,,,,,,,,,,,1.0,,,,,,,,,,
Cc1cccc2c(=O)n3c(cc12)-c1[nH]c2ccccc2c1CC3,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,,,
CC(C)COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)cc1,,,,,,,,,,,,1.0,,,,,,,,,,,
O=c1cc(NCCc2ccccc2)c2ccccc2o1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0
O=C(NCc1ccccc1)c1nn(-c2ccccc2)nc1CO,,,,,,,,,,,,,,,,,,1.0,,,,,
O=C(CCSc1nc(-c2ccco2)cc(C(F)(F)F)n1)NCc1ccccn1,,,,,,,,1.0,,,,,,,,,,,0.0,,,,
CC(=O)N1CCN(CCNC=C2C(=O)CC(c3ccc(Cl)cc3)CC2=O)CC1,,,,,,,,,,,,,,,,,,,0.0,,,,
COc1ccc(C(=O)c2ccc(N(C)C)cc2)c(OC)c1,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,
CCc1cc(Br)ccc1NC(=S)NCCc1ccccc1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.0
CC1CCCN(C2=N/C(=C3/C=CC=CC3=O)Nc3ccccc32)C1,,,,,,,,,,,,,,,,,,,1.0,,,,
CC(=O)Cc1c(C(=O)O)c(C)nn1-c1ccccc1,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,0.0
O=C(NCCc1ccc(Cl)cc1)C1CCC(=O)N1Cc1ccc(F)cc1,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,0.0
COc1cccc(-c2nc(CCl)cs2)c1OC,,,,,,,,,,,,,,,,,,,1.0,,,,
Cc1ccc(C(=O)Nc2ccc3c(c2)N(C)C(=O)c2ccccc2S3)cc1F,,,,,,,,,,,,,,,,,1.0,,,,,,
COC(=O)c1cc(OC)c(OC)cc1NC(=S)NC(=O)c1ccco1,,,,,,,,1.0,,,,,0.0,,,,,,,,1.0,,
O=C(CSc1nc2ccccc2s1)NNC(=S)Nc1ccccc1,,,,1.0,,,,,,,,,,,,,,,,,,,
O=C(Oc1ccc2c3c(c(=O)oc2c1)CCCC3)c1cccs1,,,,,,,,,0.0,,,,,,,,,,,,,,
S=c1[nH]cnc2scc(-c3ccccc3)c12,,,,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,,,,1.0,,
COc1ccccc1C(=O)Nc1nnc(SCC(=O)NCC2CCCO2)s1,,,,,,1.0,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)NNC(=O)COc2cc(C)c(Cl)c(C)c2)c(OC)c1,,,,,,,,,,,0.0,,,,,,,,,,,,
Nc1ccc(Nc2ccccc2N)cc1,0.0,,1.0,0.0,,,,,,1.0,1.0,0.0,,0.0,,,,,,,,,
COc1ccc(OC)c(NC(=O)CSc2nnc(-c3ccco3)n2-c2ccc(C(=O)O)cc2)c1,1.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,
C[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2OCC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC1=O,,,,,,,,,1.0,,,,0.0,0.0,,,,,0.0,,,,
O=C(O)c1ccc(OS(=O)(=O)c2ccc(Cl)s2)cc1,,,,,,,,,,,,,,,,,,,1.0,,0.0,,
Cc1ccc(N(CN2C(=O)NC(C)(C)C2=O)CN2C(=O)NC(C)(C)C2=O)cc1,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,
CCOC(=O)COn1c(=O)c(=O)n(OC)c2ccccc21,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,
CCC(CO)Oc1cc(NCc2cc(C)cc(C)c2)c2ncn(C(C)C)c2c1,,,,,,,,,,,,,,,,,,,0.0,,,,
CCCCCCCCCCOC(=O)Cn1c(COc2ccc(C)cc2)[n+](C)c2ccccc21,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,
CC(C)(C)S(=O)N1Cc2cc(C(=O)NCc3ccc(Oc4ccccc4)cc3)nc(-c3cccc(-c4cc5ccccc5o4)c3)c2[C@H]1CCO,,,,,,,,,,,,,,,,,,,,1.0,,,
CN(C)/C=N/c1ccc2nn(-c3ccccc3)nc2c1,,1.0,,0.0,,1.0,1.0,,,,,,,1.0,,,,,,0.0,0.0,,
CCCc1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2)s1,,,,,,,,,,,,0.0,,,,,,,,,,,
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cccc2cccnc12,,,,,,,,0.0,,,,,,,1.0,,,0.0,,,,,
CCOC(=O)c1cc(-c2cc3ccccc3o2)nc2c1c(=O)[nH]c(=O)n2CCOC,,,,,,,,,,,,,,,,,,1.0,,,,,
COc1cc(-c2cc(-c3ccccc3)nc(SCC(=O)O)c2C#N)cc(OC)c1OC,,,,,,,,,1.0,,,,,,,,,,,,,,
Cc1ccc(C(=O)c2ccccc2C(=O)OCC(=O)NCCc2ccccc2)cc1,,0.0,,0.0,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(-c2cn(-c3ccc(Br)cc3)c3[n+]2CCCS3)cc1,,,,,,,,,,,,,1.0,,,,,,,1.0,,,
O=C(Nc1ccc2oc(-c3ccccc3)nc2c1)c1cc(-n2cnnc2)ccc1Cl,,,,0.0,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=S)N2NC(=O)c2cccc(F)c2)cc1,,,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,
CN(C)C(=O)CCSc1nnc(-c2ccco2)o1,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,
COc1cccc2cc(C(=O)NC3CC4CCC3C4)oc12,,,,,,,,,,,,,,,,,1.0,,,,,,
FC(F)(F)c1ccc(C2[C@H]3CN(Cc4cccnc4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,
CCc1nnc(NC(=O)CSc2ncc(-c3ccccc3)n2C)s1,,,,,1.0,,,,,,,,,,0.0,,,,0.0,,,,
O=C1NC(c2ccccc2)Nc2ccccc21,,,,,,,,,,,,,,,,,,,,1.0,,,
O=C(O)c1ccccc1N(Cc1ccccc1)C(=O)CO/N=C/c1ccccc1,,,,,,,,,,,,,,,,,,,,0.0,,,
CCOc1ccccc1/C=N/NC(=O)c1cccc(S(=O)(=O)N(CC)CC)c1,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,0.0,,
O=C(c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2)N1CCOCC1,,,,,,,,,,,,,,0.0,1.0,1.0,,,,0.0,,0.0,
CN(CC(=O)Nn1cnnc1)S(=O)(=O)c1cc(Cl)ccc1Cl,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,,,,,
CCc1nc(SCC(=O)N2c3ccccc3CC2C)c2c(C)c(C)sc2n1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0
CC(=O)NC(CC(=O)OCC(=O)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1C)c1ccccc1,,,,,,,,,,,,,0.0,,,,0.0,,,,,,
CC[C@]12c3[nH]c4ccc(Cl)cc4c3CCN1C(=O)[C@@H](CC(=O)NC/C=C(\C)CCC=C(C)C)C[C@@H]2C(=O)N1CCN(C(=O)c2ccco2)CC1,,,,,,,,,,,,1.0,,,,,,,,,,,
Cc1nc2cc([N+](=O)[O-])ccc2c(=O)n1-c1ccccc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,1.0,,,,
O=S1(=O)N(Cc2ccccc2F)CCCN1Cc1c(F)cccc1Cl,,,,,,,,,,,,,,,,,,1.0,,,,,
CCc1nc2c(OCC(=O)c3ccc(F)cc3)cccn2c1N(C)C(=O)COc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,0.0
CCn1c(SCc2cccc(OC)c2)nnc1-c1ccco1,,,,,,,,1.0,,,,,,,,,,,,0.0,,,
CCOc1ccc(NC(=O)COC(=O)Cn2cnnn2)cc1OCC,,,,,,,,,,,,,,,,0.0,,,,,,,
C=C(C)COC1=CC(=O)/C(=C2/NNC(C)=C2Oc2ccccc2OC)C=C1,,,,,,,,,,,,,,,,,1.0,,,,,,
CCOC(=O)c1sc2nccc(N(C)C)c2c1/N=C/NOC,,,,,,,,,,,1.0,,,,0.0,,,,0.0,,,,1.0
CCC[C@@H](CN1CCC[C@H]1CN1C(N)=NC[C@@H]1Cc1ccccc1)N1C[C@@H]([C@H](C)CC)N(CCCC2CCCC2)C1=N,,,,,,,,,,,,,,,,,,,,,1.0,,
CC1CCc2nc3ccccc3c(C(=O)OCC(=O)NC3CCS(=O)(=O)C3)c2C1,,,,,,,,,,,,,,,0.0,,,,,,,,
COc1ccc(C(=O)N2CCC(C(=O)NCc3ccccn3)CC2)cc1,0.0,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,,
CN(C)c1ccc(/C=C/C(=O)c2cc(Cl)ccc2O)cc1,,,,,,,,,,1.0,1.0,,,1.0,,,0.0,,0.0,,,,
CC1=C(C(=O)NCc2cccc(Br)c2)C2(CCCCC2)OC1=O,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
Cc1ccc(-n2c(-c3cccc(C)c3)n[nH]c2=S)cc1,,,,1.0,1.0,,,0.0,0.0,,1.0,,0.0,,1.0,,0.0,,,,,,
Cc1ccsc1CN(C)C(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1,,,,,,,,,,,0.0,,,,,,,,,,,,
CCCCN(CC)CCNC(=O)c1[nH]c(C)c(C(C)=O)c1C,1.0,0.0,,,0.0,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,
